period,name,county,subcounty,ward,Teen pregnancy (10 to 19 years),Teen pregnancy (10 to 14 years),Teen pregnancy (15 to 19 years)
2016Q4,Oct to Dec 2016,Machakos County,Matungulu Sub County,Matungulu West Ward,65,0,65
2016Q4,Oct to Dec 2016,Machakos County,Yatta Sub County,Matuu Ward,96,1,95
2016Q4,Oct to Dec 2016,Nakuru County,Njoro Sub County,Mau Narok Ward,143,1,142
2016Q4,Oct to Dec 2016,Meru County,Igembe South Sub County,Maua Ward,257,5,252
2016Q4,Oct to Dec 2016,Nakuru County,Njoro Sub County,Mauche Ward,49,0,49
2016Q4,Oct to Dec 2016,Kakamega County,Lugari Sub County,Mautuma Ward,22,0,22
2016Q4,Oct to Dec 2016,Makueni County,Makueni Sub County,Mavindini Ward,8,0,8
2016Q4,Oct to Dec 2016,Embu County,Mbeere South Sub County,Mavuria Ward,84,0,84
2016Q4,Oct to Dec 2016,Busia County,Matayos Sub County,Mayenje Ward,10,0,10
2016Q4,Oct to Dec 2016,Kakamega County,Matungu Sub County,Mayoni Ward,59,2,57
2016Q4,Oct to Dec 2016,Bungoma County,Tongaren Sub County,Mbakalo Ward,132,15,117
2016Q4,Oct to Dec 2016,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,22,1,21
2016Q4,Oct to Dec 2016,Embu County,Manyatta Sub County,Mbeti North Ward,33,0,33
2016Q4,Oct to Dec 2016,Embu County,Mbeere South Sub County,Mbeti South Ward,56,0,56
2016Q4,Oct to Dec 2016,Meru County,Tigania West Sub County,Mbeu Ward,62,0,62
2016Q4,Oct to Dec 2016,Muranga County,Kiharu Sub County,Mbiri Ward,11,1,10
2016Q4,Oct to Dec 2016,Makueni County,Makueni Sub County,Mbitini Ward,15,0,15
2016Q4,Oct to Dec 2016,Kitui County,Kitui Rural Sub County,Mbitini Ward,11,0,11
2016Q4,Oct to Dec 2016,Machakos County,Mwala Sub County,Mbiuni Ward,48,0,48
2016Q4,Oct to Dec 2016,Taita Taveta County,Taveta Sub County,Mboghoni Ward,42,0,42
2016Q4,Oct to Dec 2016,Taita Taveta County,Voi Sub County,Mbololo Ward,31,1,30
2016Q4,Oct to Dec 2016,Makueni County,Mbooni Sub County,Mbooni Ward,94,0,94
2016Q4,Oct to Dec 2016,Uasin Gishu County,Kapseret Sub County,Megun Ward,19,1,18
2016Q4,Oct to Dec 2016,Nyamira County,Borabu Sub County,Mekenene Ward,27,0,27
2016Q4,Oct to Dec 2016,Narok County,Narok South Sub County,Melelo Ward,72,0,72
2016Q4,Oct to Dec 2016,Narok County,Narok North Sub County,Melili Ward,84,9,75
2016Q4,Oct to Dec 2016,Nakuru County,Nakuru East Sub County,Menengai Ward,52,0,52
2016Q4,Oct to Dec 2016,Nakuru County,Rongai Sub County,Menengai West Ward,38,4,34
2016Q4,Oct to Dec 2016,Bomet County,Bomet East Sub County,Merigi Ward,136,1,135
2016Q4,Oct to Dec 2016,Elgeyo Marakwet County,Keiyo South Sub County,Metkei Ward,15,0,15
2016Q4,Oct to Dec 2016,Homa Bay County,Mbita Sub County,Mfangano Island Ward,89,12,77
2016Q4,Oct to Dec 2016,Kitui County,Kitui Central Sub County,Miambani Ward,41,2,39
2016Q4,Oct to Dec 2016,Kisumu County,Kisumu Central Sub County,Migosi Ward,180,1,179
2016Q4,Oct to Dec 2016,Kitui County,Mwingi West Sub County,Migwani Ward,65,0,65
2016Q4,Oct to Dec 2016,Nairobi County,Embakasi East Sub County,Mihango Ward,135,122,13
2016Q4,Oct to Dec 2016,Bungoma County,Webuye East Sub County,Mihuu Ward,66,0,66
2016Q4,Oct to Dec 2016,Mombasa County,Jomvu Sub County,Mikindani Ward,66,4,62
2016Q4,Oct to Dec 2016,Tana River County,Galole Sub County,Mikinduni Ward,46,1,45
2016Q4,Oct to Dec 2016,Meru County,Tigania East Sub County,Mikinduri Ward,108,1,107
2016Q4,Oct to Dec 2016,Bungoma County,Tongaren Sub County,Milima Ward,79,15,64
2016Q4,Oct to Dec 2016,Nyandarua County,Olkalou Sub County,Mirangine Ward,4,0,4
2016Q4,Oct to Dec 2016,Mombasa County,Jomvu Sub County,Miritini Ward,91,1,90
2016Q4,Oct to Dec 2016,Bungoma County,Webuye West Sub County,Misikhu Ward,99,0,99
2016Q4,Oct to Dec 2016,Machakos County,Kathiani Sub County,Mitamboni Ward,25,0,25
2016Q4,Oct to Dec 2016,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,5,0,5
2016Q4,Oct to Dec 2016,Meru County,Imenti South Sub County,Mitunguu Ward,52,0,52
2016Q4,Oct to Dec 2016,Kisumu County,Muhoroni Sub County,Miwani Ward,27,0,27
2016Q4,Oct to Dec 2016,Mombasa County,Kisauni Sub County,Mjambere Ward,10,0,10
2016Q4,Oct to Dec 2016,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,37,0,37
2016Q4,Oct to Dec 2016,Lamu County,Lamu West Sub County,Mkomani Ward,66,0,66
2016Q4,Oct to Dec 2016,Mombasa County,Nyali Sub County,Mkomani Ward,34,0,34
2016Q4,Oct to Dec 2016,Kwale County,Matuga Sub County,Mkongani Ward,274,0,274
2016Q4,Oct to Dec 2016,Lamu County,Lamu West Sub County,Mkunumbi Ward,53,1,52
2016Q4,Oct to Dec 2016,West Pokot County,West Pokot Sub County,Mnagei Ward,66,1,65
2016Q4,Oct to Dec 2016,Kilifi County,Kilifi North Sub County,Mnarani Ward,111,2,109
2016Q4,Oct to Dec 2016,Baringo County,Marigat Sub County,Mochongoi Ward,42,21,21
2016Q4,Oct to Dec 2016,Garissa County,Lagdera Sub County,Modogashe Ward,0,0,0
2016Q4,Oct to Dec 2016,Bomet County,Konoin Sub County,Mogogosiek Ward,115,3,112
2016Q4,Oct to Dec 2016,Narok County,Transmara East Sub County,Mogondo Ward,33,0,33
2016Q4,Oct to Dec 2016,Baringo County,Mogotio Sub County,Mogotio Ward,25,2,23
2016Q4,Oct to Dec 2016,Uasin Gishu County,Soy Sub County,Moi's Bridge Ward,100,1,99
2016Q4,Oct to Dec 2016,Uasin Gishu County,Moiben Sub County,Moiben Ward,48,0,48
2016Q4,Oct to Dec 2016,Elgeyo Marakwet County,Marakwet West Sub County,Moiben/Kuserwo Ward,156,0,156
2016Q4,Oct to Dec 2016,Migori County,Kuria West Sub County,Mokerero Ward,37,0,37
2016Q4,Oct to Dec 2016,Nakuru County,Molo Sub County,Molo Ward,180,1,179
